"data";"1THB";"1USD";"1AUD";"1HKD";"1CAD";"1NZD";"1SGD";"1EUR";"100HUF";"1CHF";"1GBP";"1UAH";"100JPY";"1CZK";"1DKK";"100ISK";"1NOK";"1SEK";"1HRK";"1RON";"1BGN";"1TRY";"1ILS";"100CLP";"1PHP";"1MXN";"1ZAR";"1BRL";"1MYR";"1RUB";"10000IDR";"100INR";"100KRW";"1CNY";"1XDR"
2021-04-16;0,1214;3,7978;2,9397;0,4889;3,0341;2,7193;2,8469;4,5481;1,2604;4,1279;5,2235;0,1358;3,4881;0,1755;0,6115;2,9981;0,4528;0,4501;0,6011;0,9233;2,3254;0,4716;1,1579;0,5437;0,0786;0,1903;0,2665;0,6762;0,9202;0,0502;2,6075;5,1036;0,3409;0,5822;5,4281
2021-04-19;0,1211;3,7816;2,9415;0,4867;3,0306;2,7198;2,8409;4,5474;1,2586;4,1348;5,2474;0,135;3,4988;0,1753;0,6115;3,0016;0,4555;0,4508;0,6006;0,9231;2,325;0,4706;1,1575;0,5381;0,0782;0,1906;0,266;0,6768;0,9169;0,0496;2,5995;5,0558;0,3392;0,581;5,4255
2021-04-20;0,1208;3,7737;2,9412;0,4861;3,0193;2,7226;2,8418;4,5541;1,2615;4,1257;5,2755;0,1348;3,4785;0,1758;0,6124;3,002;0,4556;0,4501;0,6015;0,9241;2,3285;0,465;1,1596;0,5386;0,0782;0,1901;0,2645;0,6804;0,917;0,0496;2,6028;5,0475;0,3391;0,5809;5,4276
2021-04-21;0,1212;3,795;2,9272;0,4889;3,0126;2,7211;2,8529;4,5567;1,2583;4,1325;5,2862;0,1352;3,5073;0,1757;0,6128;3,0038;0,4532;0,4484;0,6015;0,9247;2,3298;0,467;1,1649;0,5446;0,0784;0,1906;0,2655;0,6815;0,9218;0,0494;2,6123;5,0173;0,3392;0,5841;5,4257
2021-04-22;0,1209;3,7885;2,9322;0,4883;3,0293;2,7183;2,8519;4,5562;1,2544;4,1354;5,2655;0,1349;3,5067;0,1762;0,6127;3,0174;0,4547;0,45;0,6018;0,925;2,3295;0,4567;1,1607;0,5426;0,0783;0,1897;0,2652;0,6802;0,9212;0,0495;2,6091;5,0467;0,3386;0,5835;5,4392
2021-04-23;0,1206;3,7855;2,9282;0,4877;3,0325;2,7179;2,8505;4,5649;1,2563;4,1354;5,2521;0,1356;3,508;0,1764;0,6139;3,0231;0,454;0,4502;0,6027;0,9266;2,334;0,4536;1,1634;0,5356;0,0782;0,1902;0,2646;0,6953;0,9213;0,0504;2,6062;5,0466;0,3391;0,583;5,4379
2021-04-26;0,1198;3,7657;2,9288;0,4853;3,0219;2,7168;2,8415;4,5565;1,2525;4,1189;5,2359;0,1352;3,4961;0,1765;0,6127;3,0136;0,4539;0,4498;0,6023;0,9255;2,3297;0,4527;1,1612;0,5279;0,0778;0,19;0,2646;0,6878;0,9183;0,0503;2,5998;5,0373;0,3389;0,5805;5,4201
2021-04-27;0,1205;3,7826;2,9396;0,4873;3,0467;2,727;2,8514;4,5613;1,2561;4,1258;5,2426;0,1363;3,491;0,1763;0,6134;3,0368;0,4552;0,4494;0,6031;0,9258;2,3321;0,4578;1,1666;0,5365;0,0781;0,1898;0,2638;0,6958;0,9233;0,0504;2,6114;5,0659;0,34;0,5832;5,424
2021-04-28;0,1209;3,7939;2,9386;0,4887;3,0586;2,7356;2,8604;4,5811;1,2656;4,1415;5,2662;0,1366;3,4829;0,1765;0,6161;3,0581;0,4584;0,4529;0,6061;0,9294;2,3423;0,4625;1,1669;0,5404;0,0782;0,1893;0,2638;0,6958;0,9251;0,0507;2,6165;5,1037;0,3409;0,5852;5,4431
2021-04-29;0,121;3,7786;2,9391;0,4868;3,0707;2,7394;2,8486;4,5782;1,2677;4,1509;5,2681;0,1362;3,4674;0,177;0,6157;3,0809;0,4607;0,4525;0,606;0,9293;2,3408;0,4619;1,1643;0,5427;0,0782;0,1898;0,2665;0,7072;0,9211;0,0509;2,615;5,1039;0,3408;0,5843;5,4415
2021-04-30;0,1211;3,7746;2,9323;0,4862;3,0749;2,7309;2,843;4,5654;1,2696;4,1502;5,2491;0,136;3,4657;0,1766;0,6139;3,064;0,4588;0,4492;0,605;0,9265;2,3342;0,4587;1,1623;0,5321;0,0782;0,1878;0,262;0,7071;0,9212;0,0503;2,6131;5,0928;0,3391;0,5835;5,4117
2021-05-04;0,1217;3,794;2,9273;0,4885;3,0802;2,7104;2,8406;4,5539;1,2634;4,145;5,2622;0,1364;3,4673;0,1762;0,6124;3,0279;0,4559;0,4477;0,6039;0,9246;2,3283;0,4558;1,165;0,5386;0,079;0,1872;0,2619;0,6974;0,9204;0,0504;2,6291;5,1378;0,3374;0,5848;5,421
2021-05-05;0,1226;3,8136;2,9444;0,4909;3,1049;2,7346;2,8527;4,5752;1,2705;4,1655;5,2984;0,1375;3,4872;0,1769;0,6153;3,0522;0,4582;0,4487;0,6073;0,9286;2,3392;0,4559;1,1678;0,5419;0,0794;0,1887;0,2638;0,7004;0,9258;0,0511;2,6419;5,1598;0,3388;0,5875;5,4498
2021-05-06;0,1219;3,8066;2,9483;0,49;3,1061;2,742;2,849;4,5829;1,2775;4,1809;5,2908;0,1372;3,4851;0,1775;0,6163;3,033;0,4571;0,4497;0,6086;0,9302;2,3432;0,4586;1,1663;0,5399;0,0793;0,1882;0,2666;0,711;0,9239;0,051;2,6584;5,1545;0,3385;0,5878;5,4688
2021-05-07;0,1214;3,7861;2,9441;0,4875;3,1093;2,7367;2,8439;4,5764;1,2764;4,1723;5,272;0,1363;3,4693;0,1778;0,6154;3,0408;0,4568;0,4513;0,6074;0,929;2,3399;0,4567;1,1611;0,5407;0,0791;0,1885;0,2655;0,7175;0,9206;0,0511;2,6504;5,1481;0,338;0,5866;5,4403
2021-05-10;0,1206;3,7493;2,9511;0,4828;3,096;2,7335;2,831;4,5631;1,2739;4,1651;5,2823;0,1351;3,4458;0,1779;0,6137;3,0279;0,4574;0,451;0,6057;0,9262;2,3331;0,4543;1,1545;0,5391;0,0784;0,1885;0,2679;0,7163;0,9129;0,0509;2,6407;5,1099;0,3366;0,5845;5,4329
2021-05-11;0,1206;3,7514;2,9442;0,483;3,1022;2,731;2,8282;4,5628;1,2721;4,1592;5,305;0,1355;3,4475;0,1782;0,6137;3,0237;0,4549;0,4512;0,6055;0,926;2,3329;0,4513;1,1467;0,5383;0,0785;0,1888;0,2681;0,7181;0,9111;0,0507;2,6424;5,1144;0,3356;0,5843;5,4083
2021-05-12;0,1201;3,7456;2,9235;0,4823;3,0989;2,7079;2,8205;4,5453;1,2702;4,1413;5,2969;0,1356;3,4442;0,178;0,6113;3,0201;0,4531;0,4494;0,6042;0,9223;2,324;0,4501;1,1413;0,5332;0,0784;0,1875;0,2677;0,7172;0,9077;0,0505;2,6382;5,1008;0,3328;0,5814;5,3858
2021-05-13;0,12;3,7675;2,9037;0,4851;3,1033;2,6952;2,8214;4,5447;1,2734;4,1472;5,2861;0,1363;3,4385;0,1778;0,6112;3,0197;0,4498;0,446;0,6039;0,9222;2,3236;0,4434;1,1435;0,5326;0,0787;0,1871;0,2675;0,7103;0,9133;0,0506;2,6537;5,1199;0,3326;0,5836;5,4021
2021-05-14;0,1192;3,7374;2,8944;0,4813;3,0791;2,6936;2,8009;4,5316;1,2722;4,1413;5,2571;0,1353;3,4199;0,1776;0,6094;3,011;0,4499;0,4465;0,6026;0,92;2,3169;0,4427;1,139;0,5282;0,0783;0,1882;0,2648;0,704;0,9059;0,0505;2,6324;5,1043;0,3313;0,5809;5,386
2021-05-17;0,1186;3,7288;2,8939;0,4801;3,0787;2,6911;2,7913;4,5298;1,285;4,1347;5,2602;0,1353;3,4142;0,1778;0,6092;3,0019;0,4517;0,4468;0,6028;0,9198;2,316;0,447;1,1389;0,5328;0,0779;0,1877;0,2641;0,7071;0,9025;0,0505;2,6105;5,0937;0,3284;0,579;5,3757
2021-05-18;0,1178;3,705;2,8903;0,4771;3,0818;2,6876;2,7872;4,5272;1,2898;4,1301;5,2657;0,1351;3,4037;0,1779;0,6088;3,0001;0,4504;0,4465;0,6022;0,9189;2,3147;0,4446;1,1346;0,5178;0,0775;0,1878;0,2645;0,7026;0,8986;0,0503;2,5959;5,077;0,3282;0,5768;5,3727
2021-05-19;0,1179;3,7087;2,8761;0,4776;3,0684;2,671;2,7857;4,5306;1,289;4,1193;5,2596;0,1353;3,4006;0,1777;0,6093;3,0144;0,4483;0,446;0,6032;0,9195;2,3164;0,4404;1,1367;0,5206;0,0775;0,1863;0,2643;0,7049;0,897;0,0503;2,5967;5,0715;0,3285;0,5761;5,3533
2021-05-20;0,1181;3,7077;2,8703;0,4777;3,0555;2,6606;2,781;4,5189;1,2922;4,1113;5,232;0,135;3,4039;0,1771;0,6077;3,0106;0,4452;0,4442;0,602;0,917;2,3105;0,4432;1,1367;0,5185;0,0774;0,1865;0,2631;0,6983;0,8946;0,0503;2,5792;5,0694;0,3275;0,5759;5,341
2021-05-21;0,1172;3,6778;2,8517;0,4737;3,0465;2,6434;2,7625;4,4958;1,2864;4,0999;5,2249;0,1339;3,3856;0,1764;0,6046;3,0113;0,4422;0,4437;0,5988;0,9124;2,2986;0,4395;1,13;0,51;0,0768;0,1849;0,2632;0,6962;0,8879;0,05;2,5621;5,0418;0,3259;0,5718;5,3153
2021-05-24;0,1173;3,6795;2,84;0,4739;3,0473;2,6382;2,7648;4,4877;1,2901;4,0935;5,2022;0,1342;3,3781;0,1765;0,6035;3,0139;0,4405;0,442;0,5981;0,911;2,2945;0,4379;1,1295;0,5103;0,0764;0,1844;0,2628;0,6861;0,8883;0,0501;2,5634;5,048;0,3264;0,5722;5,3205
